Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork,MonthlyIncome,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,StressRating,Attrition
0.4486957459389056,2,2,-1.013529278392347,-0.8880821348855039,1,-0.6605306743650393,0,1.3831382668932737,0.3796721288811475,-0.06744076383703446,7,1.1532535902386967,2,0.7260199409380492,2.1287992452975586,0.0534914549279603,-1.5471474261915186,-1.584178240646517,-0.9320143892374165,-0.41974615540821786,-2.171981830933257,-2.4938204216722384,-0.16504470970001647,-0.06443733845127728,-0.6835058984856107,0.24553333348521242,-1.4844082652246349,-0.8592556629079459,-1.3265656924226743,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,-1.1078234188139944,-1.1628924173311372,4,1
1.3231839746829437,1,1,-0.15218006509062498,-1.863777753930116,1,0.2546249253678617,1,-0.2406767700620191,-1.0261667362455194,-0.06744076383703446,6,-0.6608531809232983,1,1.4888761391146892,-0.6738292391077482,-0.6657076799266287,1.4798801467918874,1.1914379855160337,0.24198831185855807,-0.1617378558263319,0.1557070814399298,0.33809616377248186,0.48978855145794353,0.7713528455785257,-0.37234031447388954,0.8059898555710231,0.1427954259612064,-0.02998193517507153,1.3265656924226743,0.8222948115649081,-0.6451239966845644,-0.5810160220117815,0.9026709338484401,-1.1628924173311372,2,0
0.01145163156688656,2,1,-0.8904793907778153,-0.8880821348855039,4,1.1697805251007627,1,1.2847252343505287,-1.0261667362455194,-0.9686946078410421,2,0.24620020465769926,2,-1.6748408610979753,1.3280482497531851,1.3320676946694519,0.47087095579741883,-0.6589728319256667,-0.9320143892374165,-0.5487503051991608,0.1557070814399298,0.33809616377248186,-1.1472946014369565,-1.1788242504910145,-0.6835058984856107,-1.1556079717293142,-0.6708064196317143,0.34898452124464957,-0.4421885641408914,0.8222948115649081,-0.6451239966845644,-0.5810160220117815,-1.1078234188139944,-1.1628924173311372,3,1
-0.4257924828051325,1,1,-0.7674295031632836,1.0633091032037203,1,1.1697805251007627,0,-0.4867093514188816,0.3796721288811475,-0.9686946078410421,6,0.24620020465769926,1,1.2432105837696696,-0.6738292391077482,1.0124236347340791,-1.5471474261915186,0.26623257679518353,-0.9320143892374165,-0.41974615540821786,0.1557070814399298,0.33809616377248186,0.16237192087896354,0.7713528455785257,0.24999085354955286,-1.1556079717293142,-0.6708064196317143,2.187148922009465,1.3265656924226743,0.8222948115649081,1.5500896031448563,1.7211229331292395,0.9026709338484401,-1.1628924173311372,1,0
-1.081658654363161,2,1,-0.8904793907778153,-1.863777753930116,3,-1.5756862740979403,1,-1.2740136117608418,0.3796721288811475,-0.9686946078410421,2,-0.6608531809232983,1,0.3258998974213038,2.529174743069745,-0.4259746349750991,-0.5381382351970498,1.1914379855160337,0.24198831185855807,-0.6777544549901038,0.1557070814399298,0.33809616377248186,-0.8198779708579764,-0.6216307944711459,-0.061174730462168335,-0.5951514496435035,-0.6708064196317143,-1.9698449444049924,-0.4421885641408914,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,-1.1078234188139944,0.9436409819008672,3,0
-0.5351035113981373,1,1,-0.8904793907778153,-0.8880821348855039,1,1.1697805251007627,1,0.645040522822686,0.3796721288811475,-0.9686946078410421,2,1.1532535902386967,2,-0.34419928329096944,-1.0742047368799348,-0.10633057503972616,-0.5381382351970498,0.26623257679518353,-0.9320143892374165,-0.41974615540821786,-0.6201892226844657,-1.0778621289498782,-0.001336394410526465,0.7713528455785257,0.24999085354955286,0.5257615945281178,0.1427954259612064,1.2096279690015863,-0.4421885641408914,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,-1.1078234188139944,0.9436409819008672,3,0
2.4162942606129914,2,1,-0.7674295031632836,0.0876134841591082,3,0.2546249253678617,0,0.743453555365431,1.7855109940078144,-0.9686946078410421,2,-1.5679065665042957,1,-0.6112270608399039,0.5272972542088118,-1.2250847848135313,1.4798801467918874,-1.584178240646517,2.5899937140505074,0.09627044375555406,0.1557070814399298,-1.0778621289498782,-0.9835862861474665,-1.1788242504910145,-0.6835058984856107,-1.1556079717293142,-0.6708064196317143,-0.6882400924541865,-1.3265656924226743,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,0.9026709338484401,0.9436409819008672,3,0
-0.7537255685841467,2,1,1.8166181367418828,-1.863777753930116,1,1.1697805251007627,1,0.05456232756621595,0.3796721288811475,-0.9686946078410421,2,0.24620020465769926,0,-0.1374635670938734,-0.6738292391077482,-1.2250847848135313,1.4798801467918874,-0.6589728319256667,0.24198831185855807,-1.3227752039448188,-0.6201892226844657,0.33809616377248186,-0.9835862861474665,-1.1788242504910145,-0.6835058984856107,-1.1556079717293142,0.956397271554127,0.222493714696011,-0.4421885641408914,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,0.9026709338484401,-1.1628924173311372,2,0
0.12076266015989133,1,1,1.6935682491273512,0.0876134841591082,1,1.1697805251007627,1,-1.0771875466753518,-1.0261667362455194,0.8338130801669732,4,0.24620020465769926,2,-0.7766437419846911,-1.0742047368799348,0.6927795747987061,1.4798801467918874,-0.6589728319256667,-0.9320143892374165,-0.1617378558263319,-0.6201892226844657,0.33809616377248186,0.32608023616845355,0.7713528455785257,-0.37234031447388954,1.0862181166139284,0.956397271554127,-0.33204198121322037,0.4421885641408914,0.8222948115649081,1.5500896031448563,-0.5810160220117815,0.9026709338484401,-1.1628924173311372,1,0
-0.0978593970261182,2,1,2.185767799585478,0.0876134841591082,3,0.2546249253678617,1,1.3831382668932737,0.3796721288811475,-0.06744076383703446,0,0.24620020465769926,1,0.31817014596593995,1.3280482497531851,-0.8255297098943152,-0.5381382351970498,-0.6589728319256667,1.4159910129545328,0.741291192710269,0.1557070814399298,-1.0778621289498782,-0.001336394410526465,0.7713528455785257,1.4946531895964377,0.8059898555710231,1.7699991171470477,0.6758367653663315,0.4421885641408914,0.8222948115649081,1.5500896031448563,-0.5810160220117815,0.9026709338484401,0.9436409819008672,3,0
-0.20717042561912297,2,1,0.832219035825629,0.0876134841591082,3,-1.5756862740979403,1,0.8910731041795485,1.7855109940078144,-0.9686946078410421,2,-0.6608531809232983,1,0.304397134281837,-1.0742047368799348,1.3320676946694519,-0.5381382351970498,0.26623257679518353,0.24198831185855807,-0.6777544549901038,1.707499689688721,0.33809616377248186,-0.3287530249895065,-0.06443733845127728,-0.6835058984856107,-0.31492318860059826,0.1427954259612064,0.7072064853903939,-0.4421885641408914,-1.216108852854004,-0.6451239966845644,-0.5810160220117815,0.9026709338484401,-0.10962571771513507,3,0
